dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,0,    2762.072606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,1,    2724.875552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,2,    2721.741728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,3,    2722.506167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,4,    2720.358491
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,5,    2721.950407
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,6,    2721.332367
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,7,    2721.996608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,8,    2722.822687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,9,    2722.158562
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,10,    2721.572960
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,11,    2721.957338
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,12,    2722.205994
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,13,    2721.182045
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,14,    2720.749985
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,15,    2722.242258
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,16,    2726.961775
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,17,    2722.361075
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,18,    2720.434473
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,19,    2721.755793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,20,    2722.570131
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,21,    2723.892717
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,22,    2721.660024
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,23,    2724.044478
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,24,    2721.499711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,25,    2721.999403
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,26,    2721.247130
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,27,    2721.565071
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,28,    2721.008412
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,406,29,    2720.056309
