dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,0,    2834.128541
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,1,    2750.723829
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,2,    2740.153688
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,3,    2741.855955
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,4,    2733.467750
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,5,    2739.498735
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,6,    2731.065693
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,7,    2730.469978
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,8,    2724.049341
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,9,    2715.318020
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,10,    2703.306466
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,11,    2700.555044
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,12,    2694.182236
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,13,    2703.554960
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,14,    2699.069788
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,15,    2694.354466
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,16,    2696.127972
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,17,    2699.716644
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,18,    2699.895125
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,19,    2697.236641
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,20,    2695.210789
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,21,    2712.707730
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,22,    2714.873039
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,23,    2702.656740
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,24,    2702.568794
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,25,    2696.154008
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,26,    2697.646116
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,27,    2699.498059
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,28,    2696.338366
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,465,29,    2695.067813
