dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,0,     238.134083
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,1,     234.976808
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,2,     239.057840
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,3,     238.639031
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,4,     237.340828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,5,     239.315392
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,6,     237.698257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,7,     236.694709
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,8,     239.126900
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,9,     237.889388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,10,     240.227667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,11,     236.019089
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,12,     239.474481
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,13,     238.932221
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,14,     237.170634
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,15,     240.363247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,16,     240.483187
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,17,     241.847223
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,18,     236.803776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,19,     238.396136
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,20,     239.857044
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,21,     236.204008
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,22,     237.453806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,23,     237.256545
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,24,     239.100217
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,25,     237.649564
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,26,     240.827249
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,27,     236.691532
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,28,     240.660361
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",48,323,29,     237.914951
