dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,0,    1058.708388
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,1,    1060.940707
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,2,    1061.453188
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,3,    1061.724321
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,4,    1061.220974
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,5,    1060.693936
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,6,    1061.671218
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,7,    1061.784462
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,8,    1060.765393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,9,    1061.586474
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,10,    1062.287959
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,11,    1060.834181
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,12,    1061.768221
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,13,    1061.745220
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,14,    1061.374259
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,15,    1060.801566
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,16,    1061.270021
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,17,    1061.927828
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,18,    1060.261436
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,19,    1059.738431
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,20,    1061.437079
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,21,    1060.934552
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,22,    1061.680381
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,23,    1062.170987
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,24,    1061.013923
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,25,    1061.360777
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,26,    1061.760689
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,27,    1060.961130
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,28,    1061.246128
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,256,29,    1060.798547
