dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,0,    1170.043586
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,1,    1130.501611
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,2,    1174.601941
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,3,    1174.183248
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,4,    1175.415489
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,5,    1165.125967
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,6,    1167.129467
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,7,    1147.736463
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,8,    1150.454711
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,9,    1146.075443
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,10,    1144.838828
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,11,    1128.778077
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,12,    1132.557442
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,13,    1126.184401
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,14,    1149.608140
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,15,    1134.320018
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,16,    1148.469815
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,17,    1142.486132
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,18,    1159.643810
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,19,    1137.640707
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,20,    1169.436738
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,21,    1148.338817
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,22,    1167.832320
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,23,    1108.039640
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,24,    1135.795271
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,25,    1126.040970
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,26,    1169.436394
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,27,    1160.115631
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,28,    1110.317129
3,double,uniform,PoisFFT,"P | P | P | P | P | P",64,369,29,    1200.990896
