dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,0,    4420.200771
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,1,    4423.343848
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,2,    4457.959180
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,3,    4432.309816
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,4,    4461.082951
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,5,    4431.521630
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,6,    4429.267888
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,7,    4428.349330
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,8,    4428.543588
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,9,    4422.239326
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,10,    4425.437797
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,11,    4428.040973
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,12,    4428.059236
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,13,    4430.368644
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,14,    4427.745993
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,15,    4420.035620
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,16,    4417.521187
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,17,    4431.305947
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,18,    4427.434257
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,19,    4428.060356
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,20,    4440.985916
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,21,    4429.827594
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,22,    4433.254574
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,23,    4432.289384
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,24,    4435.566887
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,25,    4431.034989
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,26,    4427.573715
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,27,    4423.271141
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,28,    4423.325850
3,double,uniform,PoisFFT,"P | P | P | P | P | P",2,323,29,    4434.068939
