dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,0,    1193.641013
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,1,    1190.504795
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,2,    1192.789449
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,3,    1192.101772
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,4,    1192.224320
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,5,    1193.223748
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,6,    1190.116426
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,7,    1192.998035
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,8,    1191.209027
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,9,    1191.507409
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,10,    1192.468570
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,11,    1194.338441
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,12,    1193.876165
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,13,    1192.800340
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,14,    1192.502418
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,15,    1193.072971
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,16,    1194.013205
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,17,    1192.712241
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,18,    1194.281810
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,19,    1192.242573
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,20,    1192.086811
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,21,    1192.402134
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,22,    1194.438723
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,23,    1193.284425
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,24,    1193.273874
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,25,    1192.198717
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,26,    1192.664412
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,27,    1194.018199
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,28,    1193.978229
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",1,256,29,    1192.445423
