dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,0,    1059.297968
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,1,    1062.952578
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,2,    1063.414453
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,3,    1061.766889
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,4,    1061.546919
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,5,    1061.942082
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,6,    1062.756710
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,7,    1061.097644
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,8,    1061.922737
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,9,    1061.572454
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,10,    1061.483041
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,11,    1062.142762
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,12,    1062.282810
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,13,    1061.983175
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,14,    1061.434809
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,15,    1062.842838
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,16,    1062.595157
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,17,    1061.199497
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,18,    1062.222554
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,19,    1061.101815
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,20,    1061.238520
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,21,    1062.259691
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,22,    1062.038461
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,23,    1061.424108
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,24,    1061.888333
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,25,    1061.527592
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,26,    1061.630668
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,27,    1061.510241
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,28,    1061.919660
3,double,uniform,PoisFFT,"P | P | P | P | D | N",1,256,29,    1061.629734
