dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,0,    2876.447191
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,1,    2846.073544
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,2,    2838.038247
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,3,    2845.199050
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,4,    2846.653627
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,5,    2843.987965
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,6,    2830.171677
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,7,    2829.137303
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,8,    2819.864567
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,9,    2808.022690
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,10,    2798.918085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,11,    2799.061411
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,12,    2791.696440
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,13,    2793.434228
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,14,    2790.324846
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,15,    2786.141676
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,16,    2787.508047
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,17,    2785.947933
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,18,    2786.336732
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,19,    2789.001813
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,20,    2784.973772
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,21,    2782.657810
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,22,    2783.023994
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,23,    2784.621137
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,24,    2783.792553
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,25,    2784.044702
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,26,    2782.914298
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,27,    2783.922112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,28,    2784.337110
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,465,29,    2782.342287
