dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,0,    2417.719008
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,1,    2373.305810
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,2,    2372.287018
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,3,    2373.984002
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,4,    2377.798692
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,5,    2371.559505
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,6,    2371.381580
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,7,    2381.934183
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,8,    2369.196680
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,9,    2363.562315
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,10,    2364.595608
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,11,    2365.546078
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,12,    2367.689882
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,13,    2364.947553
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,14,    2362.693508
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,15,    2360.517931
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,16,    2360.862042
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,17,    2365.377193
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,18,    2367.134887
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,19,    2364.610647
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,20,    2364.597887
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,21,    2362.944516
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,22,    2368.684373
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,23,    2364.665274
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,24,    2364.202280
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,25,    2365.058505
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,26,    2368.080320
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,27,    2364.189285
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,28,    2366.597440
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",4,406,29,    2392.894795
