dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,0,    1145.528228
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,1,    1143.180314
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,2,    1147.503286
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,3,    1146.443023
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,4,    1143.477484
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,5,    1142.774523
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,6,    1147.384118
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,7,    1143.693281
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,8,    1144.288212
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,9,    1145.906529
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,10,    1145.732078
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,11,    1145.705757
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,12,    1143.733256
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,13,    1141.215770
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,14,    1143.646899
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,15,    1143.853355
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,16,    1140.886090
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,17,    1143.601941
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,18,    1144.523284
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,19,    1143.840843
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,20,    1147.315357
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,21,    1144.320660
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,22,    1142.673183
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,23,    1144.237936
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,24,    1145.077928
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,25,    1143.783751
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,26,    1141.738547
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,27,    1145.408275
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,28,    1142.731087
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,256,29,    1143.866867
