dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,0,    3059.156041
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,1,    3036.180378
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,2,    3039.204300
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,3,    3032.227161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,4,    3037.567683
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,5,    3034.885544
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,6,    3041.226203
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,7,    3033.967207
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,8,    3033.461581
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,9,    3033.768592
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,10,    3036.809948
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,11,    3036.413031
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,12,    3040.956084
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,13,    3036.371224
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,14,    3038.169855
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,15,    3034.033867
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,16,    3038.497586
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,17,    3032.991608
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,18,    3035.868556
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,19,    3032.377311
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,20,    3038.780419
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,21,    3035.229564
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,22,    3036.532687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,23,    3033.693067
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,24,    3036.876357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,25,    3034.494207
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,26,    3034.929115
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,27,    3039.316964
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,28,    3037.223113
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,406,29,    3036.070775
