dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,0,    2470.674755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,1,    2421.372363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,2,    2410.412680
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,3,    2409.552801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,4,    2418.810086
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,5,    2410.218214
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,6,    2416.148720
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,7,    2423.603419
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,8,    2421.829323
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,9,    2430.822353
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,10,    2420.552303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,11,    2438.273949
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,12,    2416.348155
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,13,    2412.068304
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,14,    2425.134669
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,15,    2421.159863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,16,    2428.285859
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,17,    2424.418445
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,18,    2400.582871
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,19,    2415.986173
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,20,    2439.428386
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,21,    2435.879762
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,22,    2420.659642
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,23,    2415.757080
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,24,    2420.176732
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,25,    2419.633923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,26,    2421.203899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,27,    2432.543098
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,28,    2412.217143
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",48,323,29,    2429.677266
